episode_id,episode_title,dm_name,transcript_url
3x14,In Too Deep,MATT,https://criticalrole.fandom.com/wiki/In_Too_Deep/Transcript
3x15,The Tunnels Below,MATT,https://criticalrole.fandom.com/wiki/The_Tunnels_Below/Transcript
3x16,The Shade Mother,MATT,https://criticalrole.fandom.com/wiki/The_Shade_Mother/Transcript
3x17,Heart-to-Heartmoor,MATT,https://criticalrole.fandom.com/wiki/Heart-to-Heartmoor/Transcript
3x18,A Hungry Jungle,MATT,https://criticalrole.fandom.com/wiki/A_Hungry_Jungle/Transcript
3x19,Omens Above,MATT,https://criticalrole.fandom.com/wiki/Omens_Above/Transcript
3x20,Breaking and Entering...,MATT,https://criticalrole.fandom.com/wiki/Breaking_and_Entering.../Transcript
3x21,Fight at the Museum...,MATT,https://criticalrole.fandom.com/wiki/Fight_at_the_Museum.../Transcript
3x22,Promise and Potential,MATT,https://criticalrole.fandom.com/wiki/Promise_and_Potential/Transcript
3x23,To The Skies,MATT,https://criticalrole.fandom.com/wiki/To_The_Skies/Transcript
3x24,The Hellcatch Valley,MATT,https://criticalrole.fandom.com/wiki/The_Hellcatch_Valley/Transcript
E1x01,The Nameless Ones,AABRIA,https://criticalrole.fandom.com/wiki/The_Nameless_Ones/Transcript
E1x02,The Oh No Plateau,AABRIA,https://criticalrole.fandom.com/wiki/The_Oh_No_Plateau/Transcript
E1x03,A Glorious Return,AABRIA,https://criticalrole.fandom.com/wiki/A_Glorious_Return/Transcript
E1x04,By the Road,AABRIA,https://criticalrole.fandom.com/wiki/By_the_Road/Transcript
E1x05,A Test of Worth,AABRIA,https://criticalrole.fandom.com/wiki/A_Test_of_Worth/Transcript
E1x06,The Gift Among the Green,AABRIA,https://criticalrole.fandom.com/wiki/The_Gift_Among_the_Green/Transcript
E1x07,Beyond the Heart City,AABRIA,https://criticalrole.fandom.com/wiki/Beyond_the_Heart_City/Transcript
E1x08,What Comes Next,AABRIA,https://criticalrole.fandom.com/wiki/What_Comes_Next/Transcript
E2x01,"Exandria Unlimited: Kymal, Part 1",AABRIA,"https://criticalrole.fandom.com/wiki/Exandria_Unlimited:_Kymal,_Part_1/Transcript"
E2x02,"Exandria Unlimited: Kymal, Part 2",AABRIA,"https://criticalrole.fandom.com/wiki/Exandria_Unlimited:_Kymal,_Part_2/Transcript"
E3x01,Excelsior,BRENNAN,https://criticalrole.fandom.com/wiki/Excelsior/Transcript
E3x02,Bitterness and Dread,BRENNAN,https://criticalrole.fandom.com/wiki/Bitterness_and_Dread/Transcript
E3x03,Blood and Shadow,BRENNAN,https://criticalrole.fandom.com/wiki/Blood_and_Shadow/Transcript
E3x04,Fire and Ruin,BRENNAN,https://criticalrole.fandom.com/wiki/Fire_and_Ruin/Transcript
Sx03,D&Diesel,MATT,https://criticalrole.fandom.com/wiki/D%26Diesel/Transcript
Sx42,The Search For Grog,MATT,https://criticalrole.fandom.com/wiki/The_Search_for_Grog/Transcript
Sx45,The Search For Bob,MATT,https://criticalrole.fandom.com/wiki/The_Search_For_Bob/Transcript
Sx43,Stephen Colbert's D&D Adventure with Matthew Mercer,MATT,https://criticalrole.fandom.com/wiki/Stephen_Colbert%27s_D%26D_Adventure_with_Matthew_Mercer/Transcript
Sx67,Dignity: An Adventure with Stephen Colbert,MATT,https://criticalrole.fandom.com/wiki/Dignity:_An_Adventure_with_Stephen_Colbert/Transcript
Sx49,The Adventures of the Darrington Brigade,MATT,https://criticalrole.fandom.com/wiki/The_Adventures_of_the_Darrington_Brigade/Transcript
